Feature_ID,Accession,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Accession_RNA,Accession_Protein,GeneID,Symbol,Alias,Type,Location,Description
7925,NP_003829.3,0,0,0,NM_003838,NP_003829,8790,FPGT,GFPP,protein-coding,1p31.1,fucose-1-phosphate guanylyltransferase
7926,NP_001186256.2,0,0,0,NM_001199327,NP_001186256,100526835,FPGT-TNNI3K,---,protein-coding,1p31.1,FPGT-TNNI3K readthrough
7927,XP_011507381.1,0,0,0,XM_011509079,XP_011507381,10625,IVNS1ABP,FLARA3 HSPC068 KLHL39 ND1 NS-1 NS1-BP NS1BP,protein-coding,1q25.3,influenza virus NS1A binding protein
7928,NP_002649.1;XP_011538168.1;NP_001138503.1,0,0,0,NM_001145031 NM_002658 XM_011539866,NP_001138503 NP_002649 XP_011538168,5328,PLAU,ATF BDPLT5 QPD UPA URK u-PA,protein-coding,10q22.2,"plasminogen activator, urokinase"
7929,XP_011515408.2;XP_016869023.1;XP_016869022.1;XP_011515407.2;XP_011515406.2;NP_001269802.1;NP_056986.2,0,0,0,NM_001282873 NM_015902 XM_011517104 XM_011517105 XM_011517106 XM_017013533 XM_017013534,NP_001269802 NP_056986 XP_011515406 XP_011515407 XP_011515408 XP_016869022 XP_016869023,51366,UBR5,DD5 EDD EDD1 HYD,protein-coding,8q22.3,ubiquitin protein ligase E3 component n-recognin 5
7930,NP_001861.2,0,0,0,NM_001870,NP_001861,1359,CPA3,MC-CPA,protein-coding,3q24,carboxypeptidase A3
7931,NP_001304160.1;NP_055157.1,0,0,0,NM_001317231 NM_014342,NP_001304160 NP_055157,23788,MTCH2,HSPC032 MIMP SLC25A50,protein-coding,11p11.2,mitochondrial carrier 2
7932,REV__NP_065805.2,0,2,0,---,---,---,---,---,---,---,---
7933,NP_001129673.1,0,0,0,NM_001136201,NP_001129673,79763,ISOC2,---,protein-coding,19q13.42,isochorismatase domain containing 2
7934,NP_001072983.1;NP_003184.1,0,0,0,NM_001079515 NM_003193,NP_001072983 NP_003184,6905,TBCE,HRD KCS KCS1 PEAMO pac2,protein-coding,1q42.3,tubulin folding cofactor E
7935,NP_647601.1;NP_647600.1;NP_647599.1;XP_016859311.1;NP_647598.1;NP_647597.1;XP_016859309.1;NP_001307570.1,0,0,0,NM_001320641 NM_139347 NM_139348 NM_139349 NM_139350 NM_139351 XM_017003820 XM_017003822,NP_001307570 NP_647597 NP_647598 NP_647599 NP_647600 NP_647601 XP_016859309 XP_016859311,274,BIN1,AMPH2 AMPHL SH3P9,protein-coding,2q14.3,bridging integrator 1
7936,NP_001305257.1;NP_055860.1;XP_011537850.1,0,0,0,NM_001318328 NM_015045 XM_011539548,NP_001305257 NP_055860 XP_011537850,23063,WAPL,FOE KIAA0261 WAPAL,protein-coding,10q23.2,WAPL cohesin release factor
7937,NP_076970.1,0,0,0,NM_024065,NP_076970,79031,PDCL3,HTPHLP PHLP2A PHLP3 VIAF VIAF1,protein-coding,2q11.2,phosducin like 3
7938,NP_008986.2,0,0,0,NM_007055,NP_008986,11128,POLR3A,ADDH HLD7 RPC1 RPC155 hRPC155,protein-coding,10q22.3,RNA polymerase III subunit A
7939,XP_016876778.1;NP_976054.2;NP_001207413.1;XP_006720206.1;XP_011535062.1,0,0,0,NM_001220484 NM_203309 XM_006720143 XM_011536760 XM_017021289,NP_001207413 NP_976054 XP_006720206 XP_011535062 XP_016876778,399671,HEATR4,---,protein-coding,14q24.3,HEAT repeat containing 4
7940,NP_004036.1,0,0,0,NM_004045,NP_004036,475,ATOX1,ATX1 HAH1,protein-coding,5q33.1,antioxidant 1 copper chaperone
7941,XP_016883528.1;NP_647539.1;NP_003395.1,0,0,0,NM_003404 NM_139323 XM_017028039,NP_003395 NP_647539 XP_016883528,7529,YWHAB,GW128 HEL-S-1 HS1 KCIP-1 YWHAA,protein-coding,20q13.12,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
7942,NP_008993.1,0,0,0,NM_007062,NP_008993,11137,PWP1,IEF-SSP-9502,protein-coding,12q23.3,"PWP1 homolog, endonuclein"
7943,NP_001182551.1;NP_005793.2,0,0,0,NM_001195622 NM_005802,NP_001182551 NP_005793,10210,TOPORS,LUN P53BP3 RP31 TP53BPL,protein-coding,9p21.1,TOP1 binding arginine/serine rich protein
7944,NP_001177655.1;NP_116307.1;XP_016875610.1,0,0,0,NM_001190726 NM_032918 XM_017020121,NP_001177655 NP_116307 XP_016875610,85004,RERG,---,protein-coding,12p12.3,RAS like estrogen regulated growth inhibitor
7945,NP_114172.1,0,0,0,NM_031966,NP_114172,891,CCNB1,CCNB,protein-coding,5q13.2,cyclin B1
7946,NP_060979.2,0,0,0,NM_018509,NP_060979,55379,LRRC59,PRO1855 p34,protein-coding,17q21.33,leucine rich repeat containing 59
7947,XP_005267455.1;XP_005267454.1;XP_011534843.1,0,0,0,XM_005267397 XM_005267398 XM_011536541,XP_005267454 XP_005267455 XP_011534843,2009,EML1,BH ELP79 EMAP EMAPL HuEMAP,protein-coding,14q32.2,echinoderm microtubule associated protein like 1
7948,XP_016869390.1;XP_016869391.1;XP_011515634.1;XP_011515635.1;XP_011515636.1;XP_011515637.1;NP_114430.2;NP_001035714.1;NP_001035715.1;NP_001035716.1;NP_001035717.1;NP_001035718.1;NP_001035719.1;NP_001035720.1,0,0,0,NM_001040624 NM_001040625 NM_001040626 NM_001040627 NM_001040628 NM_001040629 NM_001040630 NM_032041 XM_011517332 XM_011517333 XM_011517334 XM_011517335 XM_017013901 XM_017013902,NP_001035714 NP_001035715 NP_001035716 NP_001035717 NP_001035718 NP_001035719 NP_001035720 NP_114430 XP_011515634 XP_011515635 XP_011515636 XP_011515637 XP_016869390 XP_016869391,83988,NCALD,---,protein-coding,8q22.3,neurocalcin delta
7949,REV__XP_011527226.1,0,2,0,---,---,---,---,---,---,---,---
7950,XP_005269447.1;XP_016870974.1;XP_006717615.1;XP_005269445.1;XP_005269446.1;XP_005269449.1;XP_005269453.1;XP_005269450.1;XP_016870975.1;XP_006717616.1;XP_016870973.1;XP_006717611.1;XP_016870976.1;XP_006717617.1;XP_005269451.1;XP_005269454.1;XP_016870978.1;XP_016870977.1;XP_011537428.1;XP_005269448.1;NP_996744.3,0,0,0,NM_206862 XM_005269388 XM_005269389 XM_005269390 XM_005269391 XM_005269392 XM_005269393 XM_005269394 XM_005269396 XM_005269397 XM_006717548 XM_006717552 XM_006717553 XM_006717554 XM_011539126 XM_017015484 XM_017015485 XM_017015486 XM_017015487 XM_017015488 XM_017015489,NP_996744 XP_005269445 XP_005269446 XP_005269447 XP_005269448 XP_005269449 XP_005269450 XP_005269451 XP_005269453 XP_005269454 XP_006717611 XP_006717615 XP_006717616 XP_006717617 XP_011537428 XP_016870973 XP_016870974 XP_016870975 XP_016870976 XP_016870977 XP_016870978,10579,TACC2,AZU-1 ECTACC,protein-coding,10q26.13,transforming acidic coiled-coil containing protein 2
7951,XP_016869779.1;XP_011516559.1;XP_011516560.1;XP_011516561.1;XP_011516562.1;XP_011516563.1,0,0,0,XM_011518257 XM_011518258 XM_011518259 XM_011518260 XM_011518261 XM_017014290,XP_011516559 XP_011516560 XP_011516561 XP_011516562 XP_011516563 XP_016869779,142680,SLC34A3,HHRH NPTIIc,protein-coding,9q34.3,solute carrier family 34 member 3
7952,XP_005256615.1;NP_002009.1,0,0,0,NM_002018 XM_005256558,NP_002009 XP_005256615,2314,FLII,FLI FLIL Fli1,protein-coding,17p11.2,"FLII, actin remodeling protein"
7953,NP_542193.3,0,0,0,NM_080626,NP_542193,140707,BRI3BP,BNAS1 HCCR-1 HCCR-2 HCCRBP-1 HCCRBP-3 KG19,protein-coding,12q24.31,BRI3 binding protein
7954,XP_011544041.1,0,0,0,XM_011545739,XP_011544041,124454,EARS2,COXPD12 MSE1 gluRS,protein-coding,16p12.2,"glutamyl-tRNA synthetase 2, mitochondrial"
7955,NP_057419.4;XP_006724998.1,0,0,0,NM_016335 XM_006724935,NP_057419 XP_006724998,5625 102724788,PRODH LOC102724788,HSPOX2 PIG6 POX PRODH1 PRODH2 TP53I6,protein-coding,22q11.21,"proline dehydrogenase 1 ||| proline dehydrogenase 1, mitochondrial"
7956,XP_016884292.1;XP_016884293.1;XP_016884294.1;XP_016884295.1;NP_002464.1;XP_011528499.1,0,0,0,NM_002473 XM_011530197 XM_017028803 XM_017028804 XM_017028805 XM_017028806,NP_002464 XP_011528499 XP_016884292 XP_016884293 XP_016884294 XP_016884295,4627,MYH9,BDPLT6 DFNA17 EPSTS FTNS MHA NMHC-II-A NMMHC-IIA NMMHCA,protein-coding,22q12.3,myosin heavy chain 9
7957,NP_689413.1;NP_055241.1,0,0,0,NM_014426 NM_152227,NP_055241 NP_689413,27131,SNX5,---,protein-coding,20p11.23,sorting nexin 5
7958,NP_056326.2;NP_001258803.1;XP_006723833.1;XP_011527064.1;XP_011527065.1,0,0,0,NM_001271874 NM_015511 XM_006723770 XM_011528762 XM_011528763,NP_001258803 NP_056326 XP_006723833 XP_011527064 XP_011527065,25980,AAR2,C20orf4 CGI-23,protein-coding,20q11.23,AAR2 splicing factor homolog
7959,NP_660275.2,0,0,0,NM_145232,NP_660275,90353,CTU1,ATPBD3 NCS6,protein-coding,19q13.41,cytosolic thiouridylase subunit 1
7960,NP_000413.1,0,0,0,NM_000422,NP_000413,3872,KRT17,39.1 CK-17 K17 PC PC2 PCHC1,protein-coding,17q21.2,keratin 17
7961,XP_006712446.1;XP_006712445.1;XP_016859159.1;XP_006712444.1;NP_001193980.1;XP_016859161.1,0,0,0,NM_001207051 XM_006712381 XM_006712382 XM_006712383 XM_017003670 XM_017003672,NP_001193980 XP_006712444 XP_006712445 XP_006712446 XP_016859159 XP_016859161,23332,CLASP1,MAST1,protein-coding,2q14.2-q14.3,cytoplasmic linker associated protein 1
7962,XP_005259549.1,0,0,0,XM_005259492,XP_005259549,126326,GIPC3,C19orf64 DFNB15 DFNB72 DFNB95,protein-coding,19p13.3,GIPC PDZ domain containing family member 3
7963,XP_016856616.1;XP_016856617.1;XP_011507774.1,0,0,0,XM_011509472 XM_017001127 XM_017001128,XP_011507774 XP_016856616 XP_016856617,339479,BRINP3,DBCCR1L DBCCR1L1 FAM5C,protein-coding,1q31.1,BMP/retinoic acid inducible neural specific 3
7964,NP_001035521.1,0,0,0,NM_001040431,NP_001035521,28958,COA3,CCDC56 COX25 HSPC009 MITRAC12,protein-coding,17q21.2,cytochrome c oxidase assembly factor 3
7965,REV__NP_060023.1,0,2,0,---,---,---,---,---,---,---,---
7966,NP_003965.2,0,0,0,NM_003974,NP_003965,9046,DOK2,p56DOK p56dok-2,protein-coding,8p21.3,docking protein 2
7967,REV__XP_016876767.1,0,2,0,---,---,---,---,---,---,---,---
7968,NP_689753.2,0,0,0,NM_152540,NP_689753,152579,SCFD2,STXBP1L1,protein-coding,4q12,sec1 family domain containing 2
7969,NP_001008389.1,0,0,0,NM_001008388,NP_001008389,493856,CISD2,ERIS Miner1 NAF-1 WFS2 ZCD2,protein-coding,4q24,CDGSH iron sulfur domain 2
7970,NP_060692.2,0,0,0,NM_018222,NP_060692,55742,PARVA,CH-ILKBP MXRA2,protein-coding,11p15.3,parvin alpha
7971,NP_006361.1,0,0,0,NM_006370,NP_006361,10490,VTI1B,VTI1 VTI1-LIKE VTI1L VTI2 v-SNARE vti1-rp1,protein-coding,14q24.1,vesicle transport through interaction with t-SNAREs 1B
7972,REV__NP_001087194.1,0,2,0,---,---,---,---,---,---,---,---
7973,NP_077002.2,0,0,0,NM_024097,NP_077002,79078,C1orf50,---,protein-coding,1p34.2,chromosome 1 open reading frame 50
7974,NP_852136.1,0,0,0,NM_181471,NP_852136,5982,RFC2,RFC40,protein-coding,7q11.23,replication factor C subunit 2
7975,NP_803173.1,0,0,0,NM_177424,NP_803173,23673,STX12,STX13 STX14,protein-coding,1p35.3,syntaxin 12
7976,NP_006658.1,0,0,0,NM_006667,NP_006658,10857,PGRMC1,HPR6.6 MPR,protein-coding,Xq24,progesterone receptor membrane component 1
7977,NP_001005333.1;XP_016885467.1;XP_016885468.1;XP_016885469.1;NP_008917.3;NP_001005332.1;XP_011529137.1,0,0,0,NM_001005332 NM_001005333 NM_006986 XM_011530835 XM_017029978 XM_017029979 XM_017029980,NP_001005332 NP_001005333 NP_008917 XP_011529137 XP_016885467 XP_016885468 XP_016885469,9500,MAGED1,DLXIN-1 NRAGE,protein-coding,Xp11.22,MAGE family member D1
7978,NP_116191.2;XP_005254779.1;XP_016878170.1;XP_016878169.1,0,0,0,NM_032802 XM_005254722 XM_017022680 XM_017022681,NP_116191 XP_005254779 XP_016878169 XP_016878170,84888,SPPL2A,IMP3 PSL2,protein-coding,15q21.2,signal peptide peptidase like 2A
7979,NP_031383.1;NP_001138508.1,0,0,0,NM_001145036 NM_007357,NP_001138508 NP_031383,22796,COG2,LDLC,protein-coding,1q42.2,component of oligomeric golgi complex 2
7980,NP_005225.2,0,0,0,NM_005234,NP_005225,2063,NR2F6,EAR-2 EAR2 ERBAL2,protein-coding,19p13.11,nuclear receptor subfamily 2 group F member 6
7981,NP_001289481.1,0,0,0,NM_001302552,NP_001289481,8653,DDX3Y,DBY,protein-coding,Yq11.221,"DEAD-box helicase 3, Y-linked"
7982,REV__XP_016876028.1,0,2,0,---,---,---,---,---,---,---,---
7983,NP_009140.1,0,0,0,NM_007209,NP_009140,11224,RPL35,L35,protein-coding,9q33.3,ribosomal protein L35
7984,XP_006720511.1,0,0,0,XM_006720448,XP_006720511,23582,CCNDBP1,DIP1 GCIP HHM,protein-coding,15q15.2,cyclin D1 binding protein 1
7985,NP_004813.2;XP_006721658.1,0,0,0,NM_004822 XM_006721595,NP_004813 XP_006721658,9423,NTN1,NTN1L,protein-coding,17p13.1,netrin 1
7986,XP_016877012.1,0,0,0,XM_017021523,XP_016877012,57697,FANCM,FAAP250 KIAA1596,protein-coding,14q21.2,Fanconi anemia complementation group M
7987,NP_001078841.1,0,0,0,NM_001085372,NP_001078841,790955,UQCC3,C11orf83 CCDS41658.1 MC3DN9 UNQ655,protein-coding,11q12.3,ubiquinol-cytochrome c reductase complex assembly factor 3
7988,NP_078943.1;XP_011537045.1;XP_005253679.1;XP_006719665.1,0,0,0,NM_024667 XM_005253622 XM_006719602 XM_011538743,NP_078943 XP_005253679 XP_006719665 XP_011537045,79720,VPS37B,---,protein-coding,12q24.31,"VPS37B, ESCRT-I subunit"
7989,REV__NP_443198.1,0,2,0,---,---,---,---,---,---,---,---
7990,NP_001257436.1;NP_001257437.1;XP_005267176.1;NP_006281.1;XP_011534397.1,0,0,0,NM_001270507 NM_001270508 NM_006290 XM_005267119 XM_011536095,NP_001257436 NP_001257437 NP_006281 XP_005267176 XP_011534397,7128,TNFAIP3,A20 AISBL OTUD7C TNFA1P2,protein-coding,6q23.3,TNF alpha induced protein 3
7991,REV__XP_005270242.2,0,2,0,---,---,---,---,---,---,---,---
7992,XP_016878607.1;XP_016878608.1;XP_016878609.1,0,0,0,XM_017023118 XM_017023119 XM_017023120,XP_016878607 XP_016878608 XP_016878609,25970,SH2B1,PSM SH2B,protein-coding,16p11.2,SH2B adaptor protein 1
7993,NP_057021.2;NP_001171657.1,0,0,0,NM_001184728 NM_015937,NP_001171657 NP_057021,51604,PIGT,CGI-06 MCAHS3 NDAP PNH2,protein-coding,20q13.12,phosphatidylinositol glycan anchor biosynthesis class T
7994,NP_001291433.1;XP_011519460.1;NP_060670.1,0,0,0,NM_001304504 NM_018200 XM_011521158,NP_001291433 NP_060670 XP_011519460,10363,HMG20A,HMGX1 HMGXB1,protein-coding,15q24.3,high mobility group 20A
7995,NP_060285.2;NP_001159741.1;NP_001159742.1,0,0,0,NM_001166269 NM_001166270 NM_017815,NP_001159741 NP_001159742 NP_060285,54930,HAUS4,C14orf94,protein-coding,14q11.2,HAUS augmin like complex subunit 4
7996,NP_001309171.1;NP_001309168.1;NP_001309169.1;XP_016883482.1;NP_612815.1;XP_011527266.1;NP_001304848.1;NP_001304849.1;NP_001304850.1;NP_001182.1,0,0,0,NM_001191 NM_001317919 NM_001317920 NM_001317921 NM_001322239 NM_001322240 NM_001322242 NM_138578 XM_011528964 XM_017027993,NP_001182 NP_001304848 NP_001304849 NP_001304850 NP_001309168 NP_001309169 NP_001309171 NP_612815 XP_011527266 XP_016883482,598,BCL2L1,BCL-XL/S BCL2L BCLX Bcl-X PPP1R52,protein-coding,20q11.21,BCL2 like 1
7997,NP_060566.2,0,0,0,NM_018096,NP_060566,54475,NLE1,NLE,protein-coding,17q12,notchless homolog 1
7998,NP_005817.1;XP_005245768.1,0,0,0,NM_005826 XM_005245711,NP_005817 XP_005245768,10236,HNRNPR,HNRPR hnRNP-R,protein-coding,1p36.12,heterogeneous nuclear ribonucleoprotein R
7999,NP_057417.3;XP_005255283.1,0,0,0,NM_016333 XM_005255226,NP_057417 XP_005255283,23524,SRRM2,300-KD CWF21 Cwc21 HSPC075 SRL300 SRm300,protein-coding,16p13.3,serine/arginine repetitive matrix 2
8000,NP_003884.1,0,0,0,NM_003893,NP_003884,8861,LDB1,CLIM-2 CLIM2 LDB-1 NLI,protein-coding,10q24.32,LIM domain binding 1
8001,NP_001180235.1;NP_002020.1,0,0,0,NM_001193306 NM_002029,NP_001180235 NP_002020,2357,FPR1,FMLP FPR,protein-coding,19q13.41,formyl peptide receptor 1
8002,XP_011524078.1;XP_011524077.1;NP_005125.1;NP_001035847.1,0,0,0,NM_001042388 NM_005134 XM_011525775 XM_011525776,NP_001035847 NP_005125 XP_011524077 XP_011524078,9989,PPP4R1,MEG1 PP4(Rmeg) PP4R1,protein-coding,18p11.22,protein phosphatase 4 regulatory subunit 1
8003,NP_001311265.1;NP_001311266.1;XP_016872191.1;XP_016872192.1;XP_016872193.1;NP_031399.2;NP_001255968.1,0,0,0,NM_001269039 NM_001324336 NM_001324337 NM_007373 XM_017016702 XM_017016703 XM_017016704,NP_001255968 NP_001311265 NP_001311266 NP_031399 XP_016872191 XP_016872192 XP_016872193,8036,SHOC2,SIAA0862 SOC2 SUR8,protein-coding,10q25.2,"SHOC2, leucine rich repeat scaffold protein"
8004,XP_016859109.1,0,0,0,XM_017003620,XP_016859109,23040,MYT1L,MRD39 NZF1 ZC2H2C2 ZC2HC4B myT1-L,protein-coding,2p25.3,myelin transcription factor 1 like
8005,XP_005270637.1;NP_001399.1,0,0,0,NM_001408 XM_005270580,NP_001399 XP_005270637,1952,CELSR2,ADGRC2 CDHF10 EGFL2 Flamingo1 MEGF3,protein-coding,1p13.3,cadherin EGF LAG seven-pass G-type receptor 2
8006,REV__NP_031391.2,0,2,0,---,---,---,---,---,---,---,---
8007,XP_005247472.1;NP_000403.1,0,0,0,NM_000412 XM_005247415,NP_000403 XP_005247472,3273,HRG,HPRG HRGP THPH11,protein-coding,3q27.3,histidine rich glycoprotein
8008,NP_004102.1,0,0,0,NM_004111,NP_004102,2237,FEN1,FEN-1 MF1 RAD2,protein-coding,11q12.2,flap structure-specific endonuclease 1
8009,XP_011511040.1,0,0,0,XM_011512738,XP_011511040,286676,ILDR1,DFNB42 ILDR1alpha ILDR1alpha' ILDR1beta,protein-coding,3q13.33,immunoglobulin like domain containing receptor 1
8010,REV__XP_016877106.1,0,2,0,---,---,---,---,---,---,---,---
8011,NP_060633.1,0,0,0,NM_018163,NP_060633,55192,DNAJC17,---,protein-coding,15q15.1,DnaJ heat shock protein family (Hsp40) member C17
8012,XP_011510226.1;NP_001295324.1,0,0,0,NM_001308395 XM_011511924,NP_001295324 XP_011510226,80303,EFHD1,MST133 MSTP133 PP3051 SWS2,protein-coding,2q37.1,EF-hand domain family member D1
8013,XP_016876853.1;XP_005267806.1;NP_057421.1,0,0,0,NM_016337 XM_005267749 XM_017021364,NP_057421 XP_005267806 XP_016876853,51466,EVL,RNB6,protein-coding,14q32.2,Enah/Vasp-like
8014,NP_002884.1,0,0,0,NM_002893,NP_002884,5931,RBBP7,RbAp46,protein-coding,Xp22.2,"RB binding protein 7, chromatin remodeling factor"
8015,NP_951032.1,0,0,0,NM_199069,NP_951032,25915,NDUFAF3,2P1 C3orf60 E3-3,protein-coding,3p21.31,NADH:ubiquinone oxidoreductase complex assembly factor 3
8016,NP_009109.3,0,0,0,NM_007178,NP_009109,11171,STRAP,MAWD PT-WD UNRIP,protein-coding,12p12.3,serine/threonine kinase receptor associated protein
8017,XP_016872585.1;XP_016872586.1;NP_001124463.1;NP_006380.1;XP_016872584.1;XP_005271449.1;XP_005271450.1;XP_005271451.1,0,0,0,NM_001130991 NM_006389 XM_005271392 XM_005271393 XM_005271394 XM_017017095 XM_017017096 XM_017017097,NP_001124463 NP_006380 XP_005271449 XP_005271450 XP_005271451 XP_016872584 XP_016872585 XP_016872586,10525,HYOU1,GRP-170 Grp170 HSP12A ORP-150 ORP150,protein-coding,11q23.3,hypoxia up-regulated 1
8018,XP_011512301.1,0,0,0,XM_011513999,XP_011512301,23379,ICE1,KIAA0947,protein-coding,5p15.32,interactor of little elongation complex ELL subunit 1
8019,XP_011526798.1;NP_006395.2,0,0,0,NM_006404 XM_011528496,NP_006395 XP_011526798,10544,PROCR,CCCA CCD41 EPCR,protein-coding,20q11.22,protein C receptor
8020,XP_016855575.1;NP_057427.3,0,0,0,NM_016343 XM_017000086,NP_057427 XP_016855575,1063,CENPF,CENF CILD31 PRO1779 STROMS hcp-1,protein-coding,1q41,centromere protein F
8021,NP_000231.1,0,0,0,NM_000240,NP_000231,4128,MAOA,BRNRS MAO-A,protein-coding,Xp11.3,monoamine oxidase A
8022,XP_016879129.1;NP_919235.1;NP_919236.1;NP_919237.1;NP_003336.1,0,0,0,NM_003345 NM_194259 NM_194260 NM_194261 XM_017023640,NP_003336 NP_919235 NP_919236 NP_919237 XP_016879129,7329,UBE2I,C358B7.1 P18 UBC9,protein-coding,16p13.3,ubiquitin conjugating enzyme E2 I
8023,REV__NP_001075019.1,0,2,0,---,---,---,---,---,---,---,---
8024,NP_059430.2;NP_004753.1;XP_016880825.1;XP_016880826.1,0,0,0,NM_004762 NM_017456 XM_017025336 XM_017025337,NP_004753 NP_059430 XP_016880825 XP_016880826,9267,CYTH1,B2-1 CYTOHESIN-1 D17S811E PSCD1 SEC7,protein-coding,17q25.3,cytohesin 1
8025,NP_002517.1,0,0,0,NM_002526,NP_002517,4907,NT5E,CALJA CD73 E5NT NT NT5 NTE eN eNT,protein-coding,6q14.3,5'-nucleotidase ecto
8026,NP_001234934.1,0,0,0,NM_001248005,NP_001234934,56938,ARNTL2,BMAL2 CLIF MOP9 PASD9 bHLHe6,protein-coding,12p11.23,aryl hydrocarbon receptor nuclear translocator like 2
8027,XP_011507471.1,0,0,0,XM_011509169,XP_011507471,126859,AXDND1,C1orf125,protein-coding,1q25.2,axonemal dynein light chain domain containing 1
8028,NP_054768.2,0,0,0,NM_014049,NP_054768,28976,ACAD9,NPD002,protein-coding,3q21.3,acyl-CoA dehydrogenase family member 9
8029,XP_016881422.1,0,0,0,XM_017025933,XP_016881422,6875,TAF4B,SPGF13 TAF2C2 TAFII105,protein-coding,18q11.2,TATA-box binding protein associated factor 4b
8030,NP_067036.2,0,0,0,NM_021213,NP_067036,58488,PCTP,PC-TP STARD2,protein-coding,17q22,phosphatidylcholine transfer protein
8031,XP_016884030.1;NP_689449.1;XP_006724170.1;XP_006724171.1;XP_006724172.1,0,0,0,NM_152243 XM_006724107 XM_006724108 XM_006724109 XM_017028541,NP_689449 XP_006724170 XP_006724171 XP_006724172 XP_016884030,11135,CDC42EP1,BORG5 CEP1 MSE55,protein-coding,22q13.1,CDC42 effector protein 1
8032,XP_016862457.1;XP_016862458.1;XP_011511361.1,0,0,0,XM_011513059 XM_017006968 XM_017006969,XP_011511361 XP_016862457 XP_016862458,5922,RASA2,GAP1M,protein-coding,3q23,RAS p21 protein activator 2
8033,XP_016865824.1,0,0,0,XM_017010335,XP_016865824,202559,KHDRBS2,SLM-1 SLM1,protein-coding,6q11.1,"KH RNA binding domain containing, signal transduction associated 2"
8034,XP_011515101.1,0,0,0,XM_011516799,XP_011515101,10656,KHDRBS3,Etle SALP SLM-2 SLM2 T-STAR TSTAR etoile,protein-coding,8q24.23,"KH RNA binding domain containing, signal transduction associated 3"
8035,NP_848642.1;NP_001295064.1;XP_011539632.1;XP_016856623.1;XP_011539630.1;XP_011539631.1;XP_016856626.1;XP_016856627.1;XP_011539636.1;XP_011539637.1;XP_011539639.1;XP_011539640.1;NP_001295069.1;NP_001295070.1;NP_001295067.1;NP_001295068.1,0,0,0,NM_001308135 NM_001308138 NM_001308139 NM_001308140 NM_001308141 NM_178547 XM_011541328 XM_011541329 XM_011541330 XM_011541334 XM_011541335 XM_011541337 XM_011541338 XM_017001134 XM_017001137 XM_017001138,NP_001295064 NP_001295067 NP_001295068 NP_001295069 NP_001295070 NP_848642 XP_011539630 XP_011539631 XP_011539632 XP_011539636 XP_011539637 XP_011539639 XP_011539640 XP_016856623 XP_016856626 XP_016856627,339487,ZBTB8OS,ARCH ARCH2,protein-coding,1p35.1,zinc finger and BTB domain containing 8 opposite strand
8036,NP_945314.1;XP_011531456.1;XP_011531457.1,0,0,0,NM_198963 XM_011533154 XM_011533155,NP_945314 XP_011531456 XP_011531457,90957,DHX57,DDX57,protein-coding,2p22.1,DExH-box helicase 57
8037,XP_005264449.1,0,0,0,XM_005264392,XP_005264449,550,AUP1,---,protein-coding,2p13.1,ancient ubiquitous protein 1
8038,NP_001243210.1,0,0,0,NM_001256281,NP_001243210,83871,RAB34,NARR RAB39 RAH,protein-coding,17q11.2,"RAB34, member RAS oncogene family"
